District,Janpad,Panchayat,Cluster,Subengineer,Work FY,Work Status,Work Code,Work Name,Final Work Category,Original Work Category,Work Type,NREGA Wage Sanction,NREGA Material Sanction,NREGA Total Sanction,NREGA Booked Wages,NREGA Booked Material,NREGA Total Booked,NREGA Total Booked %,VBGRAMG Total Sanction,VBGRAMG Booked Wages,VBGRAMG Booked Material,VBGRAMG Total Booked,VBGRAMG Total Booked %,April Mandays (GP),May Mandays (GP),June Mandays (GP),July Mandays (GP),August Mandays (GP),September Mandays (GP),FY Mandays Total (GP),AF,AG,01 Apr–30 Jun,01 Jul–Today,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,Recovery Done Work,Recovery Amount Rs,Recovery Work Count
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/4799926,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150214939,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.2349,0.0351,0.87,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/4799972,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150240808,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.2349,0.0351,0.87,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/4800341,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149515770,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.2349,0.0351,0.87,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4800738,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150513535,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22986,0,22986.0,0.978544061302682,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.22986,0.04014,0.8513333333333334,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4800752,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150522406,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21384,0,21384.0,0.9103448275862069,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.21384,0.05616,0.792,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4800785,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150541415,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21879,0,21879.0,0.9314176245210728,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.21879,0.05121,0.8103333333333333,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4807303,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP146781218,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,6804,0,6804.0,0.2896551724137931,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,1,0,0,0,0.27,0.06804,0.20196,0.252,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4857994,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148900096,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22455,0,22455.0,0.9559386973180076,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.22455,0.04545,0.8316666666666667,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4867737,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150541436,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3402,0,3402.0,0.14482758620689656,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,1,0,0,0,0,0.27,0.03402,0.23598,0.126,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4868411,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148956658,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,21870,0,21870,21870,0,21870.0,1.0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.2187,0.0513,0.81,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4868894,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148803637,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22455,0,22455.0,0.9559386973180076,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.22455,0.04545,0.8316666666666667,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4868913,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148900063,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22986,0,22986.0,0.978544061302682,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.22986,0.04014,0.8513333333333334,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4872932,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148809139,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22986,0,22986.0,0.978544061302682,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.22986,0.04014,0.8513333333333334,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2024-2025,Ongoing,1712001032/IF/IAY/4892149,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148917275,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22986,0,22986.0,0.978544061302682,0,0,0,0.0,0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,0,1,0.2349,0.22986,0.00504,0.978544061302682,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2026-2027,Ongoing,1712001032/IF/IAY/4908744,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP123611608,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,0,0,0,0,0,0.0,0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/5417370,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150214995,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.2349,0.0351,0.87,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/5417372,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150225842,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,0,0,0,0.0,0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,0,1,0.2349,0.2349,0.0,1.0,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/IF/IAY/5419055,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151350997,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23229,0,23229.0,0.9888888888888889,27000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,0.27,0.23229,0.03771,0.8603333333333333,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2021-2022,Ongoing,1712001032/WC/22012034693388,JSA डग पोड निर्माण फक्कड़ यादव के खेत के पास पहउवा गोपालपुर,Dug Pond,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,547953.29,75723.55,623677,446171.8,0,446171.8,0.7153892158922006,623677,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,1,0,0,6.23677,4.461718,1.775052,0.7153892158922006,No,0.00,0
SATNA,MAJHGAWAN,GOPALPUR,BARAUNDHA,आशीष तिवारी,2025-2026,Ongoing,1712001032/WC/22012035314303,JGSA अंतर्गत अमृत सरोवर 2 निर्माण मोहदन नाला गोपालपुर,Amrit Sarovar,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,1959000,1808000,3767000,1484829,1739731.65,3224560.65,0.8560022962569683,3767000,0,0,0.0,0.0,0,1459,0,28,28,0,1515.0,1,0,1459.0,0,0,0,0,0,1,0,37.67,32.2456065,5.424393500000001,0.8560022962569683,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2020-2021,Ongoing,1712001044/IF/22012034608319,पशु शेड निर्माण रामकेशरी/ददानी यादव,Cattle Shed,Works on Individuals Land (Category IV),Construction of Cattle Shelter for Individuals,15774.55,117747.6,133687,3420,0,3420.0,0.025582143364725068,133687,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,1.33687,0.0342,1.30267,0.025582143364725068,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2023-2024,Ongoing,1712001044/IF/22012035218281,व्यक्तिगत शोक पिट निर्माण कार्य 10नग मरवा s.no - 03,Soak Pit,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,53485.83,134221.93,187708,48960,107120.17,156080.16999999998,0.8315051569458946,0,0,0,0.0,0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,1.87708,1.5608016999999998,0.3162783000000002,0.8315051569458946,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2023-2024,Ongoing,1712001044/IF/22012035218484,व्यक्तिगत शोक पिट निर्माण कार्य 10नग Marwa S.No-04,Soak Pit,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,53485.83,134221.93,187708,52080,117958.32,170038.32,0.905866132503676,0,0,0,0.0,0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,0,1,1.87708,1.7003832,0.17669679999999993,0.905866132503676,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/22012035505362,Jal Ganga abhiyan khet talab nirman Ganesh prasad S/o Raja bhaiya,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,239592.83,42086.400000000001,281996,14555.88,0,14555.88,0.051617327905360354,281996,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,2.81996,0.1455588,2.6744012,0.051617327905360354,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2019-2020,Ongoing,1712001044/IF/IAY/2182291,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4687695,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3372,0,3372.0,0.14355044699872285,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,0.27,0.03372,0.23628,0.12488888888888888,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2022-2023,Ongoing,1712001044/IF/IAY/4129558,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114091537,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,19500,0,19500.0,0.8301404853128991,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,1,0,0,0.27,0.195,0.075,0.7222222222222222,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2024-2025,Ongoing,1712001044/IF/IAY/4553704,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114080365,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,19386,0,19386.0,0.825287356321839,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,1,0,0,0.27,0.19386,0.07614,0.718,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2024-2025,Ongoing,1712001044/IF/IAY/4555207,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114105538,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,20412,0,20412.0,0.8689655172413793,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.20412,0.06588,0.756,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5246279,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113958918,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,18792,0,18792.0,0.8,0,0,0,0.0,0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.2349,0.18792,0.04698,0.8,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5258052,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP117800724,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21924,0,21924.0,0.9333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.21924,0.05076,0.812,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5275406,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP117499540,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3132,0,3132.0,0.13333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,0.27,0.03132,0.23868,0.116,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5285867,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114084851,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21924,0,21924.0,0.9333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.21924,0.05076,0.812,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5305924,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP121638378,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,20358,0,20358.0,0.8666666666666667,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.20358,0.06642,0.754,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5313743,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP120960915,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,18792,0,18792.0,0.8,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,1,0,0,0.27,0.18792,0.08208,0.696,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5417466,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116428450,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,18792,0,18792.0,0.8,0,0,0,0.0,0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.2349,0.18792,0.04698,0.8,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5417476,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP120961009,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,18792,0,18792.0,0.8,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,1,0,0,0.27,0.18792,0.08208,0.696,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5418254,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116194595,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21924,0,21924.0,0.9333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.21924,0.05076,0.812,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5418255,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116194628,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,18792,0,18792.0,0.8,0,0,0,0.0,0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.2349,0.18792,0.04698,0.8,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5418362,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP121637897,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21924,0,21924.0,0.9333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.21924,0.05076,0.812,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5418387,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114105557,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,15660,0,15660.0,0.6666666666666666,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,1,0,0,0,0.27,0.1566,0.1134,0.58,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5419183,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116253317,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,21924,0,21924.0,0.9333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,0,0,1,0,0.27,0.21924,0.05076,0.812,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5733495,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116194582,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,12528,0,12528.0,0.5333333333333333,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,1,0,0,0,0.27,0.12528,0.14472,0.464,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5734537,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP120966162,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,4698,0,4698.0,0.2,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,0.27,0.04698,0.22302,0.174,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2026-2027,Ongoing,1712001044/IF/IAY/5771879,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP117042114,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,3132,0,3132.0,0.13333333333333333,27000,7200,0,7200.0,0.26666666666666666,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,1,0,0,0,0.27,0.072,0.198,0.26666666666666666,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2025-2026,Ongoing,1712001044/IF/IAY/5831725,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP120997044,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,9396,0,9396.0,0.4,27000,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,0,1,0,0,0,0.27,0.09396,0.17604,0.348,No,0.00,0
SATNA,MAJHGAWAN,GORASARI,BADKHERA,अखिलेश सोनी,2022-2023,Ongoing,1712001044/WC/22012034565728,Conture Trench Kariya nala ke Dono Taraph Marwa Gorsari,Contour Trench,Water Conservation and Water Harvesting,Constr of Continuous Contour Trench for Comm,178282.76,25919.85,204490,350,0,350.0,0.0017115751381485648,204490,0,0,0.0,0.0,0,30,0,84,42,0,156.0,1,0,30.0,0,0,1,0,0,0,0,2.0449,0.0035,2.0414,0.0017115751381485648,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2025-2026,Ongoing,1712001021/AV/22012034645218,शान्तिधाम निर्माण ग्राम छनिहरा,Crematorium,Anganwadi/Other Rural Infrastructure,Constr of workshed for Livelihood activity (Grps),34629.08,296343.3,331284,783,0,783.0,0.002363530988517405,331284,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,1,0,0,0,0,3.31284,0.00783,3.30501,0.002363530988517405,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2020-2021,Ongoing,1712001021/IF/22012034627942,कपिलधारा कूप निर्माण बंशी कोल पिता बैसाखू,Kapil Dhara,Works on Individuals Land (Category IV),Constr of Irrigation Open Well for Individuals,177257.8,178907.25,356330,62010,0,62010.0,0.17402407880335644,356330,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,1,0,0,0,0,3.5633,0.6201,2.9432,0.17402407880335644,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2023-2024,Ongoing,1712001021/IF/22012035158721,शोक पिट निर्माण 10 नग आदिवासी बस्ती गुझवा पार्ट 3,Soak Pit,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,47584.56,141866.54,189451,35726,0,35726.0,0.1885764656824192,189451,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,1,0,0,0,0,1.89451,0.35726,1.53725,0.1885764656824192,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2024-2025,Ongoing,1712001021/IF/22012035185309,व्यक्तिगत शोकपिट निर्माण 10 नग ग्राम सेलहा पार्ट 2,Soak Pit,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,45785.51,139276.12,185062,2040,0,2040.0,0.01102333272092596,185062,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,1,0,0,0,0,1.85062,0.0204,1.83022,0.01102333272092596,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2025-2026,Ongoing,1712001021/IF/22012035326203,JAL GANGE KHET TALAB NIRMAN BHAIYALAL KOL /MAHAVEER KOL GRAM CHHANIHARA GP GUJHAWA,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,205961.79,38935.82,245080,124758,37962.959999999999,162720.96,0.6639503835482291,245080,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,0,0,1,0,0,2.4508,1.6272095999999998,0.8235904000000001,0.6639503835482291,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2025-2026,Ongoing,1712001021/IF/22012035625594,एक बगिया मां के नाम वर्षिता द्विवेदी पति रघुवंश द्विवेदी समग्र 130454667,Ek Bagiya Maa Ke Naam,Works on Individuals Land (Category IV),Block Plantation-Hort-Trees in fields-Individuals,65996.41,103770.12,169949,37584,63131.37,100715.37,0.5926211392829613,169949,2610,0,2610.0,0.015357548441002889,277,78,144,10,0,0,509.0,1,0,499.0,10.0,0,0,1,0,0,0,1.69949,1.0071537,0.6923363,0.5926211392829613,No,0.00,0
SATNA,MAJHGAWAN,GUJHAWA,KARIGOHI,रमाकांत त्रिपाठी अति0,2024-2025,Ongoing,1712001021/IF/IAY/3388488,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP2311250,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,20,0,20.0,0.0008514261387824606,27000,0,0,0.0,0.0,277,78,144,10,0,0,509.0,1,0,499.0,0,0,1,0,0,0,0,0.27,0.0002,0.2698,0.0007407407407407407,No,0.00,0
