S.No.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Work Type,Sanction Wages (Rs),Sanction Material (Rs),Total Sanction (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY
1872,SATNA,MAIHAR,BINAIKA,2025-2026,Ongoing,1712008008/IF/IAY/5703826,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP118389442,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1873,SATNA,MAIHAR,BINAIKA,2026-2027,Ongoing,1712008008/IF/IAY/6064503,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149178668,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1874,SATNA,MAIHAR,BINAIKA,2026-2027,Ongoing,1712008008/IF/IAY/6064551,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP118340833,PMAY-G,23490,0,23490,4500,0,0,0,0,0,0,0,15,15
1875,SATNA,MAIHAR,BINAIKA,2026-2027,Ongoing,1712008008/IF/IAY/6064756,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP118303384,PMAY-G,23490,0,23490,4500,0,0,0,0,0,0,0,15,15
1876,SATNA,MAIHAR,BINAIKA,2026-2027,Ongoing,1712008008/IF/IAY/6065203,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP118527275,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1877,SATNA,MAIHAR,BINAIKA,2026-2027,Ongoing,1712008008/IF/IAY/6066141,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116220111,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1878,SATNA,MAIHAR,BINAIKA,2024-2025,Ongoing,1712008008/RS/22012035130125,Nali nirman kary sakharam yadav ke ghar se Sadeep Panday ke ghar tak 250 miter,Pcc Road & Coverd Nali,74000,0,493000,0,0,0,0,0,0,0,0,0,0
1879,SATNA,MAIHAR,BINAIKA,2021-2022,Ongoing,1712008008/WC/22012034704805,Roof top rain water harvesting in panchyat bhawan,Roof Top,4269.29,20710.23,25023,0,0,0,0,0,0,0,0,0,0
1880,SATNA,MAIHAR,BINAIKA,2023-2024,Ongoing,1712008008/WC/22012035102082,वाटर हार्वेस्टिंग इजीएस शाला नयाखेरा,Roof Top,11765.68,9226.31,20992,0,0,0,0,0,0,0,0,0,0
1881,SATNA,MAIHAR,BINAIKA,2022-2023,Ongoing,1712008008/WH/22012034930300,puskar dharohar StopDam जीर्णोद्धार tamas upper side (Outcome linked ),Old Water Bodies,194000,0,200000,0,0,0,0,0,0,0,0,0,0
1882,SATNA,MAIHAR,BUDHERUA,2021-2022,Ongoing,1712008023/IF/22012034649925,med badhan babulal patel s/o lahurai patel,Medh Bandhan,40263.58,7423.07,47687,0,0,0,0,0,0,0,0,0,0
1883,SATNA,MAIHAR,BUDHERUA,2025-2026,Ongoing,1712008023/IF/22012035028323,Khet talab Nirman Karya Mithilesh patel S/O Shivdhari Prasad Patel Ke khet Me,Khet Talab,94887.58,32472.55,127359,0,0,0,0,0,0,0,0,0,0
1884,SATNA,MAIHAR,BUDHERUA,2022-2023,Ongoing,1712008023/IF/22012035028333,Khet talab Nirman Karya Ramsundar Patel S/O Lahur Patel Ke Khet Me,Khet Talab,95827.34,31530.26,127356,0,0,0,0,0,0,0,0,0,0
1885,SATNA,MAIHAR,BUDHERUA,2025-2026,Ongoing,1712008023/IF/22012035526008,khet talab nirman karya jagnnath dahiya budheruwa,Khet Talab,88950.14,44149.59,133100,0,0,0,0,0,0,0,0,0,0
1886,SATNA,MAIHAR,BUDHERUA,2021-2022,Ongoing,1712008023/IF/IAY/2757897,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5430575,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1887,SATNA,MAIHAR,BUDHERUA,2021-2022,Ongoing,1712008023/IF/IAY/3374045,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4356159,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1888,SATNA,MAIHAR,BUDHERUA,2018-2019,Ongoing,1712008023/WC/22012034427214,check dem saranji nadi me paisuri patel ke bagicha,Check Dam,277000,976000,1253000,0,0,0,0,0,0,0,0,0,0
1889,SATNA,MAIHAR,BUDHERUA,2021-2022,Ongoing,1712008023/WC/22012034608458,डग पोंड निर्माण कार्य पक्की में,Dug Pond,270523.12,64192.32,334715,0,0,0,0,0,0,0,0,0,0
1890,SATNA,MAIHAR,BUDHERUA,2024-2025,Ongoing,1712008023/WC/22012035158829,Dug pond Nirman Karya Pakki Me,Dug Pond,467583.95,114493.26,582389,0,0,0,0,0,0,0,0,0,0
1891,SATNA,MAIHAR,CHAPNA,2021-2022,Ongoing,1712008106/IF/IAY/3264467,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4537402,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1892,SATNA,MAIHAR,CHAPNA,2022-2023,Ongoing,1712008106/IF/IAY/4127485,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149653477,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1893,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4558381,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114954412,PMAY-G,21870,0,21870,0,0,0,0,0,0,0,0,0,0
1894,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4558658,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP115259985,PMAY-G,21870,0,21870,0,0,0,0,0,0,0,0,0,0
1895,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4665429,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149860717,PMAY-G,21870,0,21870,0,0,0,0,0,0,0,0,0,0
1896,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4667415,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151650005,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1897,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4746789,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114098250,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1898,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4802076,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150750726,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1899,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4850951,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149735286,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1900,SATNA,MAIHAR,CHAPNA,2024-2025,Ongoing,1712008106/IF/IAY/4851547,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151667429,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1901,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5553003,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151662588,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1902,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5554162,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150225472,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1903,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5556999,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149649210,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1904,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5557000,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149649268,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1905,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5559758,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150745830,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1906,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5560119,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP113964842,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1907,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847594,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150746288,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1908,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847733,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP115259851,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1909,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847781,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149897805,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1910,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847784,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114954031,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1911,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847786,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149897874,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1912,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/IF/IAY/5847895,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149918811,PMAY-G,23490,0,23490,4500,0,0,0,0,0,0,0,15,15
1913,SATNA,MAIHAR,CHAPNA,2023-2024,Ongoing,1712008106/RS/22012035124868,pcc nali nirman kary krishna tiwari ke ghar say smudayaki bhavan tak 290 mitar,Pcc Road & Coverd Nali,62000,0,353000,0,0,0,0,0,0,0,0,0,0
1914,SATNA,MAIHAR,CHAPNA,2025-2026,Ongoing,1712008106/WH/22012034939408,Khet talab nirman karya rambai chapna,Khet Talab,112428.23,35192.93,147621,0,0,0,0,0,0,0,0,0,0
1915,SATNA,MAIHAR,CHAPNA,2019-2020,Ongoing,1712008110/AV/22012034400178,boudri wall nirman karya gram panchayat bhawan chapna,Boundary Wall,35000,0,245000,0,0,0,0,0,0,0,0,0,0
1916,SATNA,MAIHAR,CHAUPADA,2021-2022,Ongoing,1712008016/AV/22012034607854,बाउण्ड्री वाल निर्माण प्राथमिक शाला बम्हनी,Boundary Wall,127000,0,852000,0,0,0,0,0,0,0,0,0,0
1917,SATNA,MAIHAR,CHAUPADA,2022-2023,Ongoing,1712008016/AV/22012034617720,सेग्रेगेशन शेड निर्माण ग्राम सगमनिया,Segregation Shed,57000,0,598000,0,0,0,0,0,0,0,0,0,0
1918,SATNA,MAIHAR,CHAUPADA,2021-2022,Ongoing,1712008016/DP/22012034533561,bamboo Plantation gp choupadabeat bhadanpur,Plantation,1817000,1768000,3585000,0,0,0,0,0,0,0,0,0,0
1919,SATNA,MAIHAR,CHAUPADA,2020-2021,Ongoing,1712008016/IF/22012034669847,Med bandhan sakhiya bai/jhumak singh,Medh Bandhan,58512.58,10642.86,69155,0,0,0,0,0,0,0,0,0,0
1920,SATNA,MAIHAR,CHAUPADA,2023-2024,Ongoing,1712008016/IF/22012035208864,Khet Talab Nirmad Karya Kumbhkaran Singh pita Har Singh,Khet Talab,309771.90999999997,75489.31,385261,0,0,0,0,0,0,0,0,0,0
1921,SATNA,MAIHAR,CHAUPADA,2022-2023,Ongoing,1712008016/IF/IAY/3706007,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP115318074,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1922,SATNA,MAIHAR,CHAUPADA,2024-2025,Ongoing,1712008016/IF/IAY/4565863,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP115856201,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1923,SATNA,MAIHAR,CHAUPADA,2024-2025,Ongoing,1712008016/IF/IAY/4565899,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP115859540,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1924,SATNA,MAIHAR,CHAUPADA,2024-2025,Ongoing,1712008016/IF/IAY/4608331,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114682252,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1925,SATNA,MAIHAR,CHAUPADA,2024-2025,Ongoing,1712008016/IF/IAY/4608333,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP114682282,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1926,SATNA,MAIHAR,CHAUPADA,2017-2018,Ongoing,1712008016/IF/IAY/560168,Construction of IAY House -IAY REG. NO. MP3671424,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1927,SATNA,MAIHAR,CHAUPADA,2025-2026,Ongoing,1712008016/RC/22012034849697,cc road nirman pahalwan singh ke ghar se narayan singh ke ghar ki ore,Pcc Road & Coverd Nali,176000,0,1171000,5742,0,0,0,0,0,0,0,22,22
1928,SATNA,MAIHAR,CHAUPADA,2018-2019,Ongoing,1712008016/WC/22012034429050,CHEK DEM NIRMAN KARIYA NALA ME,Check Dam,253000,1000000,1253000,0,0,0,0,0,0,0,0,0,0
1929,SATNA,MAIHAR,DADI,2020-2021,Ongoing,1712008047/AV/22012034543867,AGANWADI BHAWAN NIRMAN KARY SAHILARA,Anganwadi,180000,0,780000,0,0,0,0,0,0,0,0,0,0
1930,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/AV/22012034652009,puliya nirman kary surendra kol ke ghar ke pass sahilara,Puliya,17000,0,117000,0,0,0,0,0,0,0,0,0,0
1931,SATNA,MAIHAR,DADI,2025-2026,Ongoing,1712008047/AV/22012034665651,khel maidan nirman gram dadi me,Play Ground,270248.06,102770.25,373016,0,0,0,0,0,0,0,0,0,0
1932,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/IF/22012035046865,vyaktigat soakpit nirman karya karan singh ke ghar se thakurdeen kushwaha ke ghar tak,Soak Pit,25387.200000000001,71963.34,97351,0,0,0,0,0,0,0,0,0,0
1933,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/IF/22012035046867,vyaktigat soakpitnirman karya rajkumar ke ghar se ramsiya pal ke ghar tak,Soak Pit,25387.200000000001,71963.34,97351,0,0,0,0,0,0,0,0,0,0
1934,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/IF/22012035046869,vyaktigat soakpit nirman karya kanchhedi lal pal ke ghar se arjun singh ke ghar tak,Soak Pit,25387.200000000001,71963.34,97351,0,0,0,0,0,0,0,0,0,0
1935,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/IF/22012035114461,vyaktigat soakpit nirman karya raghuveer palke ghar se ke visraam paal ghar tak,Soak Pit,27502.81,76986.98,104490,0,0,0,0,0,0,0,0,0,0
1936,SATNA,MAIHAR,DADI,2023-2024,Ongoing,1712008047/IF/22012035173983,VYAKTIGAT SOAKPIT NIRMAN KARYA DAHIYA BASTI DANDI,Soak Pit,27502.81,88986.98,116490,0,0,0,0,0,0,0,0,0,0
1937,SATNA,MAIHAR,DADI,2018-2019,Ongoing,1712008047/IF/IAY/1180994,Construction of IAY House -IAY REG. NO. MP1990706,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1938,SATNA,MAIHAR,DADI,2024-2025,Ongoing,1712008047/IF/IAY/4111454,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148191252,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1939,SATNA,MAIHAR,DADI,2022-2023,Ongoing,1712008047/IF/IAY/4380301,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP1798189,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1940,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/AV/22012034503416,BOUNDRY WALL NIRMAN PRATHMIK SALA KACHHIYAN MOHALLA,Boundary Wall,101000,0,683000,0,0,0,0,0,0,0,0,0,0
1941,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/AV/22012034642241,anganwadi bhavan nirman kary delha,Anganwadi,170000,0,950000,0,0,0,0,0,0,0,0,0,0
1942,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/AV/22012034642242,boundary wall nirman kary goverment school kahiyan tola delha,Boundary Wall,122000,0,810000,0,0,0,0,0,0,0,0,0,0
1943,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/AV/22012034649777,SAMUDAYIK BHAVAN NIRMAN KARYA DELHA,Panchayat & Community Bhawan,241000,0,1741000,0,0,0,0,0,0,0,0,0,0
1944,SATNA,MAIHAR,DELHA,2020-2021,Ongoing,1712008017/IF/22012034660726,KHET TALAB NIRMAN RAVIKANT SHRIWASTAV/RAMKANAT,Khet Talab,266319.48,66642.539999999994,332962,0,0,0,0,0,0,0,0,0,0
1945,SATNA,MAIHAR,DELHA,2022-2023,Ongoing,1712008017/IF/22012035042639,shokpit,Soak Pit,25384.51,71825.61,97210,0,0,0,0,0,0,0,0,0,0
1946,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/IF/22012035055886,indivisual sokpit-4,Soak Pit,25384.51,75679.210000000006,101064,0,0,0,0,0,0,0,0,0,0
1947,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/IF/22012035073927,shokpit2,Soak Pit,25642.47,75712.75,101355,0,0,0,0,0,0,0,0,0,0
1948,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/IF/22012035073933,shokpi7,Soak Pit,25384.51,75679.210000000006,101064,0,0,0,0,0,0,0,0,0,0
1949,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/22012035525046,khet talab nirman amarsing/rambodh patel,Khet Talab,365838.98,85046.66,450886,0,0,0,0,0,0,0,0,0,0
1950,SATNA,MAIHAR,DELHA,2022-2023,Ongoing,1712008017/IF/IAY/3112440,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4250942,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1951,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4664686,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150528760,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1952,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4665509,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149905701,PMAY-G,21870,0,21870,0,0,0,0,0,0,0,0,0,0
1953,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4666605,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151281318,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1954,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4667584,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149918457,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1955,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4667622,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149924529,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1956,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4802227,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905168,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1957,SATNA,MAIHAR,DELHA,2024-2025,Ongoing,1712008017/IF/IAY/4894611,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905079,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1958,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5426830,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150904933,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1959,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5426831,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905429,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1960,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5426835,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150986992,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1961,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5428272,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150903786,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1962,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5428274,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150904390,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1963,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5428284,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149936167,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1964,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5430344,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150906228,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1965,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5430345,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150906433,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1966,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5432203,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150897020,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1967,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5433288,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151402743,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1968,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5473752,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151029226,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1969,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5474359,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150526130,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1970,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5730871,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905720,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1971,SATNA,MAIHAR,DELHA,2025-2026,Ongoing,1712008017/IF/IAY/5803215,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150904641,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1972,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100583,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150553115,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1973,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100765,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150903711,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1974,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100770,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905362,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1975,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100771,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905577,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1976,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100773,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905864,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1977,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100775,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150905977,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1978,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100788,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150920903,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1979,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6100925,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151171690,PMAY-G,23490,0,23490,4500,0,0,0,0,0,0,0,15,15
1980,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6101060,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151402929,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1981,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6101061,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151403025,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1982,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/IF/IAY/6101062,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151403158,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
1983,SATNA,MAIHAR,DELHA,2023-2024,Ongoing,1712008017/RC/22012034651060,Pcc road nirman kary raj lal kol ke ghar say meena kol ke ghar tak 200 mitar,Pcc Road & Coverd Nali,84000,0,560000,0,0,0,0,0,0,0,0,0,0
1984,SATNA,MAIHAR,DELHA,2026-2027,Ongoing,1712008017/RC/22012034852545,PCC ROAD Nirman karya siksha gurantee shala se aaganbadi bhawan tak,Pcc Road & Coverd Nali,126000,0,843000,5220,0,0,0,0,0,0,0,63,63
1985,SATNA,MAIHAR,DEORA,2021-2022,Ongoing,1712008091/AV/22012034568169,khel maidan nirman karya 1015 Dogara tola,Play Ground,233049.49,165254.1,398592,0,0,0,0,0,0,0,0,0,0
1986,SATNA,MAIHAR,DEORA,2007-2008,Ongoing,1712008091/FP/809101,बोरी बंधान s4 देवरा,Other,0,0,15000,0,0,0,0,0,0,0,0,0,0
1987,SATNA,MAIHAR,DEORA,2023-2024,Ongoing,1712008091/IF/22012035210182,shol pit nirman karya unit 2,Soak Pit,37163.279999999999,75857.16,113020,0,0,0,0,0,0,0,0,0,0
1988,SATNA,MAIHAR,DEORA,2024-2025,Ongoing,1712008091/IF/IAY/4583668,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP119469515,PMAY-G,23490,0,23490,0,0,0,0,0,0,0,0,0,0
